1,60.618588,0
2,43.975268,0
6,0.843131,0
7,0.199038,0
9,0.842053,0
10,0.190469,0
12,0.842288,0
13,0.179872,0
15,0.842028,0
16,0.200970,0
18,0.841300,0
19,0.200947,0
21,0.843523,0
22,0.211462,0
24,0.843288,0
25,0.200007,0
27,0.844408,0
28,0.145016,0
30,0.845090,0
31,0.204349,0
33,0.845327,0
34,0.191320,0
36,0.844792,0
37,0.208948,0
39,0.844419,0
40,0.189563,0
42,0.843926,0
43,0.162498,0
45,0.845576,0
46,0.207506,0
48,0.843899,0
49,0.212906,0
51,0.844882,0
52,0.228577,0
54,0.847126,0
55,0.223663,0
57,0.848056,0
58,0.165520,0
60,0.849659,0
61,0.222717,0
63,0.850874,0
64,0.244862,0
65,0.002761,0
67,0.849462,0
68,0.200850,0
70,0.851119,0
71,0.230815,0
73,0.853113,0
74,0.160817,0
76,0.852193,0
77,0.204444,0
79,0.853544,0
80,0.196947,0
82,0.209709,0
84,0.200623,0
86,0.133723,0
88,0.193163,0
90,0.242748,0
91,0.000547,0
93,0.236390,0
95,0.252883,0
96,0.633153,0
97,0.005589,0
99,0.181587,0
101,0.225253,0
102,0.624608,0
103,0.015334,0
105,0.228108,0
106,0.628446,0
108,0.226751,0
109,0.628052,0
110,0.002551,0
112,0.249191,0
113,0.626481,0
114,0.001684,0
116,0.210848,0
118,0.212244,0
119,0.636207,0
120,0.012008,0
122,0.271380,0
123,0.647458,0
124,0.020269,0
126,0.272363,0
127,0.652532,0
128,0.043078,0
130,0.266438,0
131,0.675087,0
132,0.028350,0
134,0.260092,0
135,0.044259,0
137,0.253008,0
138,0.682987,0
139,0.030985,0
141,0.294774,0
142,0.685573,0
143,0.022285,0
145,0.301396,0
146,0.689869,0
147,0.089406,0
149,0.280821,0
150,0.690169,0
151,0.081028,0
153,0.307903,0
154,0.025096,0
156,0.282913,0
157,0.710063,0
158,0.076295,0
160,0.313657,0
161,0.714950,0
162,0.008915,0
164,0.282731,0
165,0.721356,0
166,0.037034,0
168,0.305824,0
169,0.725082,0
170,0.051894,0
172,0.726844,0
173,0.296275,0
174,0.057120,0
176,0.328494,0
177,0.742501,0
178,0.039691,0
180,0.338431,0
181,0.750173,0
182,0.087432,0
184,0.348340,0
185,0.764779,0
186,0.075158,0
188,0.356643,0
189,0.772602,0
190,0.121048,0
192,0.770715,0
193,0.365347,0
194,0.051371,0
196,0.338764,0
197,0.780837,0
198,0.144920,0
200,0.367547,0
201,0.788391,0
202,0.156218,0
204,0.358131,0
205,0.791567,0
206,0.086492,0
208,0.390886,0
209,0.799420,0
210,0.121969,0
212,0.796381,0
213,0.399626,0
214,0.084781,0
216,0.401234,0
217,0.808317,0
218,0.109373,0
220,0.410978,0
221,0.813460,0
222,0.143411,0
224,0.399607,0
225,0.816302,0
226,0.138600,0
228,0.425797,0
229,0.820450,0
230,0.104988,0
232,0.828634,0
233,0.437077,0
234,0.175329,0
236,0.450242,0
237,0.834445,0
238,0.159734,0
240,0.436046,0
241,0.837877,0
242,0.193479,0
243,0.042146,0
245,0.443474,0
246,0.195532,0
247,0.031431,0
249,0.452262,0
250,0.213933,0
251,0.003789,0
253,0.460203,0
254,0.195176,0
256,0.454672,0
257,0.195470,0
258,0.001589,0
260,0.467183,0
261,0.259264,0
263,0.460837,0
264,0.267763,0
265,0.090309,0
267,0.487867,0
268,0.270550,0
269,0.088964,0
271,0.485582,0
272,0.281435,0
273,0.068553,0
275,0.503821,0
276,0.285485,0
277,0.100971,0
279,0.514022,0
280,0.310845,0
281,0.052974,0
283,0.526404,0
284,0.318494,0
285,0.083726,0
287,0.523715,0
288,0.313416,0
289,0.148769,0
291,0.520301,0
292,0.320162,0
293,0.058036,0
295,0.548603,0
296,0.333935,0
297,0.155725,0
299,0.547882,0
300,0.339406,0
301,0.134722,0
303,0.564441,0
304,0.348234,0
305,0.165905,0
307,0.570798,0
308,0.377876,0
309,0.178399,0
311,0.568378,0
312,0.344944,0
313,0.092880,0
315,0.587273,0
316,0.376488,0
317,0.211270,0
319,0.585209,0
320,0.386422,0
321,0.188257,0
323,0.594442,0
324,0.392864,0
325,0.196608,0
327,0.611625,0
328,0.395889,0
329,0.190693,0
331,0.607525,0
332,0.392077,0
333,0.183918,0
335,0.615187,0
336,0.415452,0
337,0.235181,0
339,0.632600,0
340,0.430629,0
341,0.255141,0
342,0.007687,0
344,0.636863,0
345,0.425362,0
346,0.272353,0
348,0.645302,0
349,0.431061,0
350,0.298194,0
352,0.658091,0
353,0.445175,0
354,0.285048,0
356,0.658854,0
357,0.440640,0
358,0.302540,0
359,0.043447,0
361,0.672872,0
362,0.471777,0
363,0.286857,0
365,0.681437,0
366,0.482742,0
367,0.330178,0
368,0.002105,0
370,0.688626,0
371,0.478529,0
372,0.309183,0
373,0.016290,0
375,0.697417,0
376,0.493365,0
377,0.312619,0
378,0.005083,0
380,0.699098,0
381,0.485553,0
382,0.343215,0
383,0.041168,0
385,0.710667,0
386,0.510940,0
387,0.317980,0
388,0.053313,0
390,0.720128,0
391,0.524236,0
392,0.348986,0
393,0.057739,0
395,0.728883,0
396,0.522603,0
397,0.344259,0
398,0.069089,0
400,0.729026,0
401,0.521815,0
402,0.356002,0
403,0.036949,0
405,0.745895,0
406,0.540295,0
407,0.370201,0
408,0.128859,0
410,0.747983,0
411,0.552540,0
412,0.387132,0
413,0.129034,0
415,0.754425,0
416,0.559125,0
417,0.397433,0
418,0.101333,0
420,0.765857,0
421,0.566821,0
422,0.413104,0
423,0.130926,0
425,0.408685,0
426,0.770547,0
427,0.566385,0
428,0.129944,0
430,0.772632,0
431,0.581954,0
432,0.401548,0
433,0.155006,0
435,0.787843,0
436,0.584742,0
437,0.440389,0
438,0.156417,0
440,0.789057,0
441,0.597986,0
442,0.441895,0
443,0.171368,0
445,0.799855,0
446,0.610050,0
447,0.448331,0
448,0.199363,0
450,0.803970,0
451,0.619373,0
452,0.443134,0
453,0.155591,0
455,0.808177,0
456,0.616702,0
457,0.451250,0
458,0.180934,0
460,0.813266,0
461,0.631707,0
462,0.480426,0
463,0.155520,0
465,0.822447,0
466,0.637983,0
467,0.468363,0
468,0.167522,0
470,0.828602,0
471,0.642716,0
472,0.480882,0
473,0.164017,0
475,0.831905,0
476,0.647716,0
477,0.493021,0
478,0.172110,0
480,0.657192,0
481,0.500548,0
482,0.177161,0
484,0.662402,0
485,0.500669,0
486,0.222033,0
488,0.675736,0
489,0.508704,0
490,0.228570,0
492,0.682516,0
493,0.514059,0
494,0.253260,0
496,0.695460,0
497,0.532195,0
498,0.240875,0
500,0.691984,0
501,0.533366,0
502,0.243997,0
504,0.703140,0
505,0.539391,0
506,0.242273,0
508,0.715248,0
509,0.543937,0
510,0.298181,0
512,0.714623,0
513,0.555136,0
514,0.262684,0
516,0.723672,0
517,0.572778,0
518,0.270507,0
520,0.731004,0
521,0.568277,0
522,0.311732,0
524,0.743663,0
525,0.584172,0
526,0.316168,0
528,0.749838,0
529,0.593142,0
530,0.312126,0
532,0.753534,0
533,0.603468,0
534,0.320122,0
536,0.759416,0
537,0.617921,0
538,0.347240,0
540,0.765285,0
541,0.613598,0
542,0.335829,0
544,0.773257,0
545,0.619475,0
546,0.346312,0
548,0.783597,0
549,0.639287,0
550,0.356118,0
552,0.789457,0
553,0.636257,0
554,0.361932,0
556,0.800094,0
557,0.644943,0
558,0.349408,0
560,0.804511,0
561,0.646933,0
562,0.387444,0
563,0.012743,0
565,0.810242,0
566,0.665042,0
567,0.381164,0
568,0.035064,0
570,0.815957,0
571,0.664385,0
572,0.399368,0
574,0.828058,0
575,0.681659,0
576,0.413920,0
577,0.026569,0
579,0.831708,0
580,0.686438,0
581,0.410407,0
582,0.015647,0
584,0.833774,0
585,0.688256,0
586,0.433171,0
587,0.043712,0
589,0.834662,0
590,0.696972,0
591,0.434880,0
592,0.041278,0
594,0.702951,0
595,0.438000,0
596,0.033154,0
598,0.713668,0
599,0.451543,0
600,0.021803,0
602,0.724337,0
603,0.450699,0
604,0.030645,0
606,0.731647,0
607,0.468549,0
608,0.055174,0
610,0.742509,0
611,0.475535,0
612,0.050200,0
614,0.747388,0
615,0.482486,0
616,0.089620,0
618,0.755354,0
619,0.473861,0
620,0.080117,0
622,0.760737,0
623,0.494942,0
624,0.094000,0
626,0.768066,0
627,0.507933,0
628,0.108496,0
630,0.772855,0
631,0.509486,0
632,0.137040,0
634,0.777969,0
635,0.520665,0
636,0.141325,0
638,0.786812,0
639,0.543341,0
640,0.135850,0
642,0.799023,0
643,0.529524,0
644,0.124270,0
646,0.800949,0
647,0.554891,0
648,0.162042,0
650,0.808197,0
651,0.558930,0
652,0.194168,0
654,0.809823,0
655,0.556828,0
656,0.180092,0
658,0.812680,0
659,0.574302,0
660,0.216069,0
662,0.833137,0
663,0.565979,0
664,0.170351,0
666,0.831627,0
667,0.580785,0
668,0.205579,0
670,0.601905,0
671,0.212216,0
673,0.598809,0
674,0.219970,0
676,0.612685,0
677,0.254244,0
679,0.613948,0
680,0.242718,0
682,0.625008,0
683,0.260225,0
685,0.624211,0
686,0.268595,0
688,0.631357,0
689,0.272357,0
691,0.640534,0
692,0.291176,0
694,0.655787,0
695,0.267236,0
697,0.663510,0
698,0.300375,0
700,0.662792,0
701,0.286611,0
703,0.673963,0
704,0.305929,0
706,0.682681,0
707,0.306714,0
709,0.689456,0
710,0.318012,0
712,0.690135,0
713,0.317594,0
715,0.710350,0
716,0.325672,0
718,0.711978,0
719,0.339220,0
721,0.724196,0
722,0.337460,0
724,0.730673,0
725,0.349949,0
727,0.730976,0
728,0.364258,0
730,0.737378,0
731,0.378772,0
733,0.739648,0
734,0.393493,0
736,0.747411,0
737,0.387705,0
739,0.760432,0
740,0.378833,0
742,0.764848,0
743,0.404774,0
745,0.765106,0
746,0.417612,0
748,0.772664,0
749,0.419793,0
751,0.787762,0
752,0.434307,0
754,0.433367,0
756,0.448547,0
758,0.448032,0
760,0.455707,0
762,0.469066,0
764,0.468286,0
766,0.485512,0
768,0.484714,0
770,0.499478,0
772,0.501624,0
774,0.508601,0
776,0.523371,0
778,0.533176,0
780,0.541938,0
782,0.541121,0
784,0.548147,0
786,0.554865,0
788,0.569930,0
790,0.584299,0
792,0.585153,0
794,0.602737,0
796,0.600210,0
797,0.394729,0
799,0.616736,0
800,0.411359,0
802,0.626991,0
803,0.413903,0
805,0.623828,0
806,0.406942,0
808,0.639306,0
809,0.436726,0
811,0.639728,0
812,0.444120,0
814,0.658313,0
815,0.451552,0
817,0.668955,0
818,0.446820,0
820,0.663530,0
821,0.451544,0
823,0.684251,0
824,0.477560,0
826,0.676469,0
827,0.467874,0
829,0.688019,0
830,0.489018,0
832,0.704428,0
833,0.480146,0
835,0.707601,0
836,0.504041,0
838,0.708425,0
839,0.496223,0
841,0.731137,0
842,0.524274,0
844,0.736790,0
845,0.523943,0
847,0.739582,0
848,0.533982,0
850,0.748880,0
851,0.545851,0
853,0.535043,0
854,0.759583,0
856,0.763176,0
857,0.557137,0
859,0.769467,0
860,0.563351,0
862,0.782051,0
863,0.562672,0
865,0.782606,0
866,0.572241,0
868,0.579101,0
870,0.585200,0
872,0.600576,0
874,0.610751,0
876,0.610945,0
878,0.621618,0
880,0.624030,0
882,0.635628,0
884,0.645990,0
886,0.650801,0
888,0.664729,0
889,0.431256,0
891,0.675495,0
892,0.440722,0
894,0.672201,0
895,0.444717,0
897,0.689189,0
898,0.462053,0
900,0.693330,0
901,0.466870,0
903,0.699287,0
904,0.463153,0
906,0.712706,0
907,0.478544,0
909,0.708330,0
910,0.483379,0
912,0.723361,0
913,0.495119,0
915,0.727867,0
916,0.503461,0
918,0.738614,0
919,0.498128,0
921,0.749725,0
922,0.502374,0
924,0.750908,0
925,0.521572,0
927,0.759471,0
928,0.508796,0
930,0.759150,0
931,0.537947,0
933,0.765576,0
934,0.538602,0
936,0.776554,0
937,0.546089,0
939,0.555841,0
941,0.575372,0
943,0.573320,0
945,0.568946,0
947,0.585431,0
949,0.591314,0
951,0.595131,0
953,0.598145,0
955,0.628909,0
957,0.622966,0
959,0.629881,0
961,0.629866,0
963,0.636380,0
965,0.659673,0
967,0.656645,0
969,0.662628,0
971,0.677096,0
973,0.678859,0
975,0.689513,0
977,0.688048,0
979,0.705934,0
981,0.716608,0
983,0.732407,0
984,0.489869,0
986,0.730266,0
987,0.495261,0
989,0.742622,0
990,0.503937,0
992,0.744364,0
993,0.491255,0
995,0.754201,0
996,0.480250,0
998,0.768599,0
999,0.500761,0
1001,0.762726,0
1002,0.518418,0
1004,0.775341,0
1005,0.512875,0
1007,0.778496,0
1008,0.526926,0
1010,0.781601,0
1011,0.526030,0
1013,0.798342,0
1014,0.544954,0
1016,0.543159,0
1018,0.554524,0
1020,0.558608,0
1022,0.563286,0
1024,0.573706,0
1026,0.566440,0
1028,0.586304,0
1030,0.591424,0
1032,0.602101,0
1034,0.609045,0
1036,0.596939,0
1038,0.626401,0
1040,0.636696,0
1042,0.641461,0
1044,0.655131,0
1046,0.646827,0
1048,0.667299,0
1049,0.465623,0
1051,0.665549,0
1052,0.478777,0
1054,0.681290,0
1055,0.504762,0
1057,0.693878,0
1058,0.508735,0
1060,0.692731,0
1061,0.494479,0
1063,0.707679,0
1064,0.502519,0
1066,0.720367,0
1067,0.529169,0
1069,0.725964,0
1070,0.530602,0
1072,0.729808,0
1073,0.528542,0
1075,0.725021,0
1076,0.526749,0
1078,0.746011,0
1079,0.555345,0
1081,0.744899,0
1082,0.555691,0
1084,0.754758,0
1085,0.566429,0
1087,0.756012,0
1088,0.575872,0
1090,0.770867,0
1091,0.571263,0
1093,0.776742,0
1094,0.587965,0
1096,0.781682,0
1097,0.600791,0
1099,0.797522,0
1100,0.602950,0
1102,0.794844,0
1103,0.601266,0
1105,0.611213,0
1107,0.626837,0
1109,0.626813,0
1111,0.644060,0
1113,0.647335,0
1115,0.652081,0
1117,0.657492,0
1119,0.665278,0
1121,0.681053,0
1123,0.681532,0
1125,0.685787,0
1127,0.697532,0
1128,0.425765,0
1130,0.704409,0
1131,0.449111,0
1133,0.709163,0
1134,0.447780,0
